GlobalID,Lab Status,tl_pos,svm_pos,mlp_pos,nc_pos
{A20C88C4-CCFC-46F5-B454-FAA778DABA55},0.0000000000000000,0.0000000102191324,0.0023058368266556,0.0000000987183073,0.0000387719995953
{8936D8CB-323F-45CE-90A0-5D1C343B6DF5},0.0000000000000000,0.0000000103963504,0.0015189593480621,0.0000021655865543,0.0000017038512287
{04B3A8BE-2667-4A57-9E6A-D1C6D940F04E},0.0000000000000000,0.0000000103686808,0.0050830803654834,0.0000001610660121,0.0000218654544353
{68887AEA-55BA-4FF8-BCD9-7D4082C065D0},0.0000000000000000,0.0000000104560644,0.0029233207557084,0.0000301086160202,0.0012555570306519
{87055875-8D66-4AD0-91A1-4367713FCD41},0.0000000000000000,0.0000000104167836,0.0058112978854862,0.0000004544739689,0.0000000633479711
{8D61FCC9-4D37-41FA-BDFC-E1403B3EA840},0.0000000000000000,0.0000000104311200,0.0058813111047169,0.0000000285901895,0.0000392952341578
{73B68763-DB2F-4E33-A5DC-A4C73F54B143},0.0000000000000000,0.0000000103573520,0.0043069275978694,0.0000001748853861,0.0001540416452873
{5E01D3A1-46B2-4124-A9BD-9BB9D9873757},0.0000000000000000,0.0000000103653119,0.0026505973932654,0.0000000162955235,0.0030430947268839
{73AB77D7-21AE-4C64-9EBD-2E59209AEB62},0.0000000000000000,0.0000000103695197,0.0049783758427328,0.0000182876395993,0.0000010150539074
{80D82D5B-77EF-40F8-B843-2F5F11B927F9},0.0000000000000000,0.0000000104354130,0.0036960519510526,0.0000000978743424,0.0000006653784476
{45FF74BD-1D91-4299-97FE-C9BD5D6A1A61},0.0000000000000000,0.0000000104797508,0.0014682190741616,0.0000013004473872,0.0000585252581381
{F1428ACF-ED4C-47BE-85CA-8C1007487464},0.0000000000000000,0.0000000104278404,0.0040605079120982,0.0000570498902882,0.0000017038512287
{2FD03ABB-63AB-4243-985B-E864886BEFDA},0.0000000000000000,0.0000000103959659,0.0078530660091585,0.0000500244442517,0.0073011864112106
{1C336110-4411-4B6F-8B38-F6060A894922},0.0000000000000000,0.0000000103890587,0.0050345669832049,0.0004680960797042,0.0004050310880655
{E93BDD49-5F57-4285-925D-5B197CA350CA},0.0000000000000000,0.0000000104854512,0.0023520803205315,0.0000000098500736,0.0000133042954169
{ED3E3956-5F89-4F58-BADB-B1560B5D245A},0.0000000000000000,0.0000000104555430,0.0041792152479081,0.0000000674704143,0.0000232102421020
{4A667028-94BB-4E31-AA76-FFD430E552EF},0.0000000000000000,0.0000000104540905,0.0043479762892887,0.0000067282808268,0.0001754539514867
{29803491-FD07-4410-904F-E911454C7DC6},0.0000000000000000,0.0000000104552983,0.0078482752762338,0.0022030079579388,0.0000920437794779
{F1690836-F716-45CA-8D83-5794690BC0C7},0.0000000000000000,0.0000000104518342,0.0033332444118817,0.0000090133714957,0.0001257314911772
{0B89771B-D3CC-4350-877D-F3E14B68FA81},0.0000000000000000,0.0000000104486902,0.0055061873755936,0.0000007351245228,0.0005189306814359
{5FE6C0F4-BD33-45A0-8CE9-130D4590C532},0.0000000000000000,0.0000000103930083,0.0022202047711657,0.0000000650139584,0.0000010788846500
{C283A2E5-F24C-4C87-A7FE-2210B8388ACB},0.0000000000000000,0.0000000104525001,0.0078598344822749,0.0000058323301218,0.0010005418365408
{CECC0B2D-7AEE-48E4-A87A-F404A300FED7},0.0000000000000000,0.0000000104790891,0.0028424324755403,0.0000020234879397,0.0004131203661916
{C17A5C0A-68E1-4F02-A634-9376611A4DA5},0.0000000000000000,0.0000000103878860,0.0015728198531931,0.0000000000639473,0.0001829731785922
{0423197F-2EDD-4C9A-9CDC-7C1A77105A90},0.0000000000000000,0.0000000104117518,0.0033756933993410,0.0000000514999375,0.0000314059050529
{A449D8A7-2ADE-41E4-B312-FE30203A1E71},0.0000000000000000,0.0000000104192546,0.0025976261364363,0.0000003462629578,0.0000792450740203
{3D2BF2F5-8BA9-4EB5-9082-128D3A4D396A},0.0000000000000000,0.0000000104689445,0.0037133391917503,0.0000060376473299,0.0000937174461597
