,0,1
{AE7F3E03-F339-4081-8D83-CFCBC8B9DAA9},0.9937922767153856,0.0062077232846145
{8B7B7F63-13AF-4F7B-9C84-A58347858B6A},0.9937303785964164,0.0062696214035835
{23756338-4E29-4F92-ADE0-F0375321FB8B},0.9885067456572577,0.0114932543427422
{BF74D40F-EB63-460E-9153-E28C7DC544CA},0.9952217917650011,0.0047782082349988
{41EB9554-6676-4CD1-BE5B-5133CB3EE4B0},0.9928666339840984,0.0071333660159017
{7F4C95F9-8F1E-4CE8-92AF-A933E22B51BD},0.9968420835945232,0.0031579164054768
{2BD8059B-15AD-47B8-AF98-D56A2E365128},0.9939728615061980,0.0060271384938019
{26DDF8E2-DA0C-4F87-A65A-233115BAFCCD},0.9961264285832010,0.0038735714167989
{D8F21BBA-7ED8-41EE-B068-1C2030580FBD},0.9961281999098558,0.0038718000901442
{016DDF49-2218-4073-A5F4-32396D0D4B70},0.9962416607101923,0.0037583392898076
{B95A5C78-19CE-4C75-8763-1A8BB952F141},0.9959079520011169,0.0040920479988832
{18DEFDCB-A7C7-48FC-A465-9CC8F85D94C2},0.9969227826500721,0.0030772173499279
{49D016FA-358D-4BB0-9678-4F332DCBF3C6},0.9976082110452541,0.0023917889547458
{62504C9B-0980-4BC3-ADEE-6776B5FA1C21},0.9942676062927525,0.0057323937072475
{49C1A404-F372-44BE-9951-737139C7D40C},0.9985141466251795,0.0014858533748206
{703BBBFB-756E-4C96-BE69-9CFC6F4F2351},0.9957862914732621,0.0042137085267379
{1B7586D3-5C60-45AF-9FB6-AC815AB82BEA},0.9975678332258142,0.0024321667741856
{49C1A404-F372-44BE-9951-737139C7D40C},0.9961209429885807,0.0038790570114193
{A9D8FD61-FD4D-49EA-891C-191A64AA4D31},0.9935739701850312,0.0064260298149687
{6ACEA6A9-7EAF-4DC5-9FBE-A9E0F661CA92},0.9972733538576939,0.0027266461423060
{23756338-4E29-4F92-ADE0-F0375321FB8B},0.9881125179888894,0.0118874820111105
{23756338-4E29-4F92-ADE0-F0375321FB8B},0.9886912599414147,0.0113087400585854
{DA9922B1-D426-46D9-9C86-4A357FA088A8},0.9945689670891874,0.0054310329108125
{F90D11E4-E648-4EFA-A727-61B418AEF7A2},0.9933617581355124,0.0066382418644877
{098FDC08-ACCB-4D67-8052-59E167196DBC},0.9978321136365541,0.0021678863634457
{4892742E-F185-47A9-81CC-CDDDCFAD65C6},0.9983784119872695,0.0016215880127305
{BEA28E87-798B-4695-AFAB-B3D1EA258732},0.9988733014762332,0.0011266985237668
{1CF74577-C7D8-48D4-AD42-838F315A6668},0.9937983214609161,0.0062016785390840
{F304B4DA-6295-4B42-8184-A4717B76F59B},0.9891199713554388,0.0108800286445610
{ADECEBD1-248D-4ECF-A909-B17CBE0B17F3},0.9962440941317655,0.0037559058682344
{158AF143-6545-4517-AA2E-FDA41D8DBDAA},0.9934924090196883,0.0065075909803118
{E9A01922-99B5-4F98-973C-9B8090CAA05E},0.9955948007393380,0.0044051992606620
{BBBA5BA0-CAFB-43D3-8F1D-FB2D9CF777E0},0.9964797342728615,0.0035202657271384
{7C6DD972-8AE9-4791-A6AA-39A210F90A0B},0.9974221444686661,0.0025778555313340
{788AD507-F989-4B29-884A-6E0E8B83DC57},0.9978113602133324,0.0021886397866677
{9A5CB940-8951-4FE7-8619-DAF4A8FE1850},0.9965496838830236,0.0034503161169765
{882EC093-D907-454C-A9EE-8D1DC46A4291},0.9956004461115622,0.0043995538884378
{CC2AC369-5A44-4F20-A12F-DBE4FBA8A7C4},0.9983373565356303,0.0016626434643697
{78F15FD1-4D30-466C-93A0-768F4078874D},0.9960425055707766,0.0039574944292235
{825396BC-07DE-45EA-8EC4-1311B30C10B8},0.9877307313146528,0.0122692686853471
{67150907-EC0F-4FB0-AC84-B49E423FEBA3},0.9989800175891207,0.0010199824108793
{98D817B8-BB8B-4C31-9A42-DEED4491599C},0.9974599291586688,0.0025400708413313
{23756338-4E29-4F92-ADE0-F0375321FB8B},0.9880377262458526,0.0119622737541474
