,0,1
{AE7F3E03-F339-4081-8D83-CFCBC8B9DAA9},0.9993473513442030,0.0006526486557970
{8B7B7F63-13AF-4F7B-9C84-A58347858B6A},0.9999982852589671,0.0000017147410329
{23756338-4E29-4F92-ADE0-F0375321FB8B},0.9999332765413792,0.0000667234586208
{BF74D40F-EB63-460E-9153-E28C7DC544CA},0.9999984271549631,0.0000015728450369
{41EB9554-6676-4CD1-BE5B-5133CB3EE4B0},0.9999608164709309,0.0000391835290691
{7F4C95F9-8F1E-4CE8-92AF-A933E22B51BD},0.9999973193502630,0.0000026806497370
{2BD8059B-15AD-47B8-AF98-D56A2E365128},0.9999982405783009,0.0000017594216991
{26DDF8E2-DA0C-4F87-A65A-233115BAFCCD},0.9999789871245230,0.0000210128754769
{D8F21BBA-7ED8-41EE-B068-1C2030580FBD},0.9999886015404087,0.0000113984595913
{016DDF49-2218-4073-A5F4-32396D0D4B70},0.9999999933948008,0.0000000066051992
{B95A5C78-19CE-4C75-8763-1A8BB952F141},0.9999993677309416,0.0000006322690585
{18DEFDCB-A7C7-48FC-A465-9CC8F85D94C2},0.9949138722544987,0.0050861277455014
{49D016FA-358D-4BB0-9678-4F332DCBF3C6},0.9999982606750066,0.0000017393249933
{62504C9B-0980-4BC3-ADEE-6776B5FA1C21},0.9999995426997862,0.0000004573002138
{49C1A404-F372-44BE-9951-737139C7D40C},0.9999999961876027,0.0000000038123973
{703BBBFB-756E-4C96-BE69-9CFC6F4F2351},0.9999542065021105,0.0000457934978895
{1B7586D3-5C60-45AF-9FB6-AC815AB82BEA},0.9999999711270211,0.0000000288729789
{49C1A404-F372-44BE-9951-737139C7D40C},0.9999999943786562,0.0000000056213438
{A9D8FD61-FD4D-49EA-891C-191A64AA4D31},0.9999721793510443,0.0000278206489557
{6ACEA6A9-7EAF-4DC5-9FBE-A9E0F661CA92},0.9999786736073597,0.0000213263926403
{23756338-4E29-4F92-ADE0-F0375321FB8B},0.9999356308285507,0.0000643691714492
{23756338-4E29-4F92-ADE0-F0375321FB8B},0.9999298039981509,0.0000701960018491
{DA9922B1-D426-46D9-9C86-4A357FA088A8},0.9999999999913399,0.0000000000086601
{F90D11E4-E648-4EFA-A727-61B418AEF7A2},0.9999977283922659,0.0000022716077341
{098FDC08-ACCB-4D67-8052-59E167196DBC},0.9999980001519437,0.0000019998480562
{4892742E-F185-47A9-81CC-CDDDCFAD65C6},0.9999999995238033,0.0000000004761967
{BEA28E87-798B-4695-AFAB-B3D1EA258732},0.9965448071971843,0.0034551928028157
{1CF74577-C7D8-48D4-AD42-838F315A6668},0.9992129520076982,0.0007870479923018
{F304B4DA-6295-4B42-8184-A4717B76F59B},0.9939431884053568,0.0060568115946433
{ADECEBD1-248D-4ECF-A909-B17CBE0B17F3},0.9999908284170579,0.0000091715829422
{158AF143-6545-4517-AA2E-FDA41D8DBDAA},0.9999998516628874,0.0000001483371126
{E9A01922-99B5-4F98-973C-9B8090CAA05E},0.9999678010672358,0.0000321989327642
{BBBA5BA0-CAFB-43D3-8F1D-FB2D9CF777E0},0.9999999990953019,0.0000000009046981
{7C6DD972-8AE9-4791-A6AA-39A210F90A0B},0.9999994753477141,0.0000005246522860
{788AD507-F989-4B29-884A-6E0E8B83DC57},0.9999940942674042,0.0000059057325959
{9A5CB940-8951-4FE7-8619-DAF4A8FE1850},0.9999999999773368,0.0000000000226632
{882EC093-D907-454C-A9EE-8D1DC46A4291},0.9999952054299190,0.0000047945700810
{CC2AC369-5A44-4F20-A12F-DBE4FBA8A7C4},0.9999998721962230,0.0000001278037770
{78F15FD1-4D30-466C-93A0-768F4078874D},0.9999999999810097,0.0000000000189902
{825396BC-07DE-45EA-8EC4-1311B30C10B8},0.9999998451654025,0.0000001548345974
{67150907-EC0F-4FB0-AC84-B49E423FEBA3},0.9999999732352635,0.0000000267647365
{98D817B8-BB8B-4C31-9A42-DEED4491599C},0.9999999440073762,0.0000000559926238
{23756338-4E29-4F92-ADE0-F0375321FB8B},0.9999189820372801,0.0000810179627199
{3E50801D-9DBB-43DE-8D32-31CFA88C74D9},0.9978706347750346,0.0021293652249655
{940EEAF4-A404-485E-8A03-A7B5A792DAF0},0.9999759242311705,0.0000240757688295
{23292C26-3309-4A52-850F-EF97A8E7884D},0.9999999684585053,0.0000000315414947
{67150907-EC0F-4FB0-AC84-B49E423FEBA3},0.9999999760203423,0.0000000239796577
{CB297056-8143-4530-A409-218A6045E223},0.9999984239990127,0.0000015760009872
{7C6DD972-8AE9-4791-A6AA-39A210F90A0B},0.9999997024139072,0.0000002975860927
