,neg,pos
{0009942D-2F3E-4A2B-9D93-62CD8BA69B8E},0.9999334526241843,6.654737581401814e-05
{000F804E-2BA9-4838-8E5C-398EE12275E1},0.999907912210474,9.208778952554543e-05
{003B9570-B649-4452-93B4-B83025F12014},0.9999987902192727,1.2097807291334563e-06
{003BC99B-BC86-4D6A-BD68-9DE4C0271103},0.9976581128297008,0.0023418871702994603
{009FF50F-7D78-4824-9F2D-DD2C3BD66FFB},0.9999884943834121,1.1505616590777616e-05
{00C4873F-734C-4635-9420-4951BC0C23F7},0.9999956223528381,4.377647160606992e-06
{01207B33-6306-4C5D-BA34-9F62B94E4A19},0.9999983832668273,1.6167331697558247e-06
{016DDF49-2218-4073-A5F4-32396D0D4B70},0.9999886426484138,1.1357351586079333e-05
{016DDF49-2218-4073-A5F4-32396D0D4B70},0.9995202253783811,0.00047977462161890357
{01A62871-9BD5-40A3-94EB-6ADF673DFDBB},0.9976360077637433,0.002363992236255735
{01A66F6C-96A2-4C83-A4EC-66FF281394AC},0.9999985305483673,1.4694516296376797e-06
{01BFC005-FD14-49AF-B2DA-A8F636FF0934},0.9997832851516508,0.0002167148483498578
{01D007B8-7E19-446A-8C0E-16F212BC07E2},0.9999095400095318,9.045999046784097e-05
{01D12FD6-AEA6-4466-AE79-76F867A128B8},0.9999934472710381,6.5527289624981e-06
{01D12FD6-AEA6-4466-AE79-76F867A128B8},0.999998182900163,1.817099837983873e-06
{022A0558-3F6F-49A4-98E8-667712563AEE},0.9999753850982078,2.4614901795593958e-05
{022B0E15-E57C-478C-936F-1136B6C36E02},0.9997588518189213,0.00024114818107775376
{02403762-4DFB-404C-823F-4F622BD7B3EB},0.9999820466874008,1.7953312600651957e-05
{02403762-4DFB-404C-823F-4F622BD7B3EB},0.9999940215382219,5.9784617771775976e-06
{024AF650-108A-402A-B31F-2A50412A493C},0.9999412335295961,5.876647040299094e-05
{02594797-ECB8-4E0D-B39A-AE9736222953},0.9988538066641589,0.0011461933358395417
{02836B27-C4AD-436A-8B4F-DD0C79050389},0.999859012345537,0.00014098765446286386
{02B22356-2CD4-4088-AA2F-20C8A5FF691E},0.9999921102373531,7.889762643872155e-06
{02B30884-3FFE-4155-97B7-3921FCD5D62F},0.9999906906032587,9.309396738633914e-06
{02C4053C-4868-4F57-8AA9-405676CAE883},0.9999754361256596,2.456387434030394e-05
{02EA7AD5-E5C6-4550-8AAC-AD45687C36C7},0.9997839427703165,0.0002160572296851691
{037C948B-6DA1-4FC5-81A5-4EFB90EF5A0A},0.9999984866771829,1.5133228168983207e-06
{037C948B-6DA1-4FC5-81A5-4EFB90EF5A0A},0.9999925890604744,7.410939523691604e-06
{039190AF-3B43-4291-9B69-A5E75E7209B4},0.9999973320515059,2.6679484927108974e-06
{03F52FDF-254C-47FF-8FF4-220E6B49870B},0.9998661174233537,0.00013388257664657437
{0417BD58-32D9-4372-BFE0-A43BC42A5C39},0.9997014329414675,0.00029856705853294457
{041E0D6E-E363-4B74-98A5-D28B10995F64},0.9998355584902935,0.00016444150970790347
{0431545F-1DF2-49C7-811D-1AD09FC1D214},0.9999862485698329,1.37514301659028e-05
{0437C2C3-42F1-44EB-86A3-0574C16B4227},0.9999894127848181,1.0587215178710794e-05
{043C2C48-899A-4160-AF3B-F82787E03949},0.9999458150045659,5.4184995434647005e-05
{044EEB7B-71E6-42B4-91BB-32CEC22E9F5B},0.999809991494956,0.00019000850504302536
{04501201-53B2-4D88-AA6B-BD75D95222D3},0.9992248083137147,0.0007751916862856075
{0476F3F7-2AAB-4A47-AB88-958C8E3E358F},0.9999936703772383,6.32962276484703e-06
{04A51FB3-705E-46B4-B80F-B3A29135B518},0.999865047051741,0.00013495294825695113
{04CA2EF0-C781-46BD-9D1F-5FE81FC28D95},0.9999009692338231,9.90307661761449e-05
{04CDEDDC-39F3-4E1C-B307-4FB89C0388B9},0.9995366965114985,0.0004633034885027155
{04F2E344-3197-47E9-8CDA-3A467721E773},0.9999925867318654,7.413268134426886e-06
{05299A3C-B75C-4CE0-910B-074AD7490753},0.9999428823598783,5.711764012359024e-05
{05379F76-4717-497C-A5AE-3204E4C34F72},0.9997860650790371,0.0002139349209614979
{05379F76-4717-497C-A5AE-3204E4C34F72},0.9999944028282254,5.5971717747551865e-06
{055198DB-E871-46AD-AE96-D637A5C68E36},0.9999366590639805,6.334093602111552e-05
{05AD5D8D-B2C6-4462-81B5-906BF3E3E00D},0.9999766581359387,2.334186405978595e-05
{05C1F4E3-8BAA-4416-BB44-58A2DEAAF465},0.9999015179285702,9.84820714294586e-05
{05C58571-40F5-4D8D-BC65-D5FB86828EFE},0.9994221473096715,0.000577852690328843
{05C65EFE-2F15-4D91-BCE5-BBAD9F0A9253},0.9993693445938922,0.0006306554061094689
{05F3D0A6-EAC3-472F-A591-D2D21D7A91B2},0.9999884067092277,1.1593290774975985e-05
{0643853B-3A4B-41C3-A8A1-A4332651761F},0.9999304152278272,6.958477217294659e-05
{0659B721-2CF5-4994-9E28-8BB55CF5BBF9},0.9999733651621057,2.663483789609647e-05
{06780761-9F24-4793-83E4-E2D9B4430E2E},0.9999872788333571,1.2721166642922693e-05
{071590E5-2F12-4BED-BBDB-E4E208579D0A},0.9998842671888792,0.00011573281112073259
{0752FE56-5D25-489F-AC37-86E6FB0196AA},0.999535886388409,0.0004641136115921632
{075F1540-FFC3-476E-9162-B930D695F546},0.9979752063839105,0.002024793616090854
{07E3E554-466E-489A-951B-17082736EF75},0.9991614193347086,0.0008385806652906123
{07E3E554-466E-489A-951B-17082736EF75},0.9998459308826574,0.0001540691173452098
{08146206-0DA1-4B5A-9404-ABDCA4264A3E},0.9997679571816798,0.00023204281831847652
{082B5C9A-8B34-4DAE-8723-38CDB62858C9},0.9999973676418045,2.6323581972551457e-06
{0834E584-CC93-45D9-A916-0F65465E5B07},0.9999951735679226,4.8264320773954105e-06
{0858823D-36B2-4580-9621-F98DB25F9C54},0.9999523274710002,4.767252899872831e-05
{0878C602-0ED4-4396-9143-6A38B6577277},0.9999674327367002,3.256726329953711e-05
{08DB9836-C51D-475B-AA13-6782B4BB3B83},0.9999741753202807,2.5824679716445698e-05
{08F8DD2F-1AAB-428A-9F72-5BB62EBE4EA7},0.9999883190074043,1.1680992592753896e-05
{0914E010-A001-4C57-839E-771AE6B80C63},0.999957704725496,4.2295274503075456e-05
{091BA40B-0442-4BF7-9E4E-A612B5935DBC},0.9999868984455912,1.3101554409031823e-05
{093294D5-2DE8-4C37-892D-4A1ECE7DFA4B},0.9999896482526202,1.0351747380679425e-05
{097DD330-AD06-44E9-AEEB-3701E3A54F8F},0.9998305702736536,0.0001694297263468784
{098FDC08-ACCB-4D67-8052-59E167196DBC},0.9999722133639147,2.778663608353554e-05
{099A64D8-727A-4893-ACB6-15873E054236},0.9999725383459792,2.7461654020723843e-05
{09A19FAD-0A4E-458D-8FA5-1C7DD77F7787},0.9998676626660804,0.00013233733392010373
{09AF0368-9E37-4DE2-BC15-7CAA44A6A442},0.9999611336011154,3.88663988870415e-05
{0A21ED09-E550-4767-8F67-3DDF1D882768},0.9999946751081572,5.32489184556107e-06
{0A40BC51-C9B5-4365-9E31-946EF594ADF8},0.9997064401685924,0.0002935598314102904
{0A438A7C-11C6-4E03-9A58-AEFA827D2930},0.9999927717404811,7.228259517357217e-06
{0A710A19-9D54-48B5-9557-DA61DF50320C},0.9999638304120734,3.616958792491205e-05
{0AF64B3A-F3CC-4925-8B42-207BD57310BB},0.9997704253533364,0.00022957464666406146
{0AF6F3AA-8565-4B8F-8BF5-8D43D9677FE2},0.9998198980173792,0.0001801019826200171
{0B0CA692-677A-4C55-A208-35F6B3472F47},0.9999619994679022,3.800053209869007e-05
{0B3CC708-9D99-480A-B045-B806267DE426},0.9999875781688852,1.2421831113438449e-05
{0B4A6A3B-8B1C-4DC2-B55C-39EE0F802F8E},0.9965720634435887,0.0034279365564119616
{0B4B5AD0-31EA-4953-9356-D4BC4907C4C9},0.9999853365233851,1.4663476616394826e-05
{0B4DBC54-3405-49D7-8971-93A36F0F3794},0.9998208331203549,0.00017916687964612514
{0B7798DD-CF2C-4061-9C9E-689ABF060C3E},0.999433743122894,0.0005662568771068496
{0BB2991E-3D85-46B3-8D5A-971FC6CAD58D},0.9998814427638505,0.00011855723614773202
{0BF95A13-15CE-49D9-B21B-DBF4BED9000C},0.9998965163394052,0.00010348366059417284
{0C21535D-6267-4E34-90A4-8ADCE7A7A2BD},0.9999947326653738,5.2673346292135596e-06
{0C36F62B-09EA-4B7F-9CCD-671F6206D8AD},0.9999936727248495,6.327275153379905e-06
{0C49266E-12B7-425A-9266-C3CF87DE5EB6},0.999802522806677,0.00019747719332185927
{0C7DEAC2-B881-4AAA-9AFA-31E1540C9661},0.9999369756988571,6.302430114537941e-05
{0C852A4E-8ADD-46D1-8895-D8D9305D03AB},0.9999609076576775,3.909234232123777e-05
{0C8E8F2F-068C-4515-BB88-43FD39839644},0.999929854888017,7.014511198036559e-05
{0CAC26D0-208E-4CAF-8894-00687E0B7124},0.9998869112494001,0.00011308875060096593
{0CCAA991-C1F4-4E21-93B0-B421B931210F},0.999982492665568,1.750733443329236e-05
{0D10658A-14BC-4E77-A1A8-E154C846DC7E},0.9999976702056937,2.3297943063428743e-06
{0D1EEEBD-92A6-479E-B0D2-65AA9327BDF2},0.9999941826773435,5.817322659994964e-06
{0D37E9AA-C44C-474E-8550-E3B9B7ED89EC},0.9999748545796202,2.5145420379859538e-05
{0D5B7313-69C7-45EB-96B2-1F31E4EFB07E},0.9999951711083428,4.828891657980846e-06
{0D607BE2-F198-43F7-8B71-EE3AABF94A19},0.9999625110779751,3.748892202595943e-05
{0D7CCC96-363C-4F92-AA44-79C081A5B5AD},0.9998959115866546,0.00010408841334559638
{0D85EEAC-D38E-48DF-8019-223022359C09},0.9999897747082938,1.0225291702803225e-05
{0D87B50B-6A80-430F-B8D8-089BA7A93BD7},0.9999526407789485,4.7359221050919755e-05
{0D889239-8155-4F90-B1B2-712EA2C652EA},0.9999792906558082,2.0709344194974732e-05
{0D8A737F-7F89-493B-8F0A-15D461DE4C9A},0.9999688550965363,3.1144903465027074e-05
{0D8FFEA9-86E8-4954-9121-6A8A136F5528},0.9999953748562215,4.625143775855518e-06
{0D96C9E6-3051-4303-9C25-15EA34AB8407},0.99999041466118,9.585338820413378e-06
{0D9A58F6-5170-4B94-90A4-253941515D31},0.9999977298090575,2.2701909406150332e-06
{0D9A6CD1-C56C-48BF-9C33-C6173187F9C2},0.9990871002136112,0.0009128997863876081
{0DAA9635-5897-47AD-8D85-2673885F0C11},0.9988465645956494,0.0011534354043515375
{0DD84FF5-77B2-4A0F-9CEE-287E3A1E19EB},0.9999990357916916,9.642083088296888e-07
{0DE34B7A-C87F-4B5B-BF0C-29E730AC674D},0.9999849766439224,1.5023356077401202e-05
{0DEAF445-ED05-43F6-A9EC-F4540D186CEE},0.9999496891730156,5.031082698520989e-05
{0E061CD7-EEC4-42E5-903C-627D5FB0B261},0.9996799507372528,0.0003200492627476745
